no_show_id,booking_id,fee_charged,recorded_at,created_at
1145,1145,284.43,2024-06-06 20:37:02.161807+00:00,2025-07-16 23:27:10.622182+00:00
1146,1146,1946.66,2024-03-09 04:19:08.313648+00:00,2024-07-29 16:25:47.703034+00:00
1147,1147,50.55,2024-05-13 12:41:31.756382+00:00,2025-03-21 16:46:08.067388+00:00
1148,1148,1933.08,2025-10-26 22:43:54.811480+00:00,2024-05-21 08:50:57.681115+00:00
1149,1149,1627.17,2024-07-16 07:33:05.928887+00:00,2024-06-07 18:45:21.240522+00:00
1150,1150,1499.57,2024-03-21 00:56:58.574889+00:00,2025-01-07 03:15:43.809987+00:00
1151,1151,1057.44,2025-07-13 20:41:14.152400+00:00,2025-06-08 04:01:41.817125+00:00
1152,1152,1677.6,2025-05-13 08:53:02.341227+00:00,2026-01-05 07:22:13.585742+00:00
1153,1153,600.26,2025-06-13 02:27:05.193785+00:00,2024-05-02 03:49:08.002276+00:00
1154,1154,989.67,2025-04-05 07:06:11.600830+00:00,2025-06-28 21:45:13.247306+00:00
1155,1155,276.66,2024-10-30 02:27:28.367766+00:00,2025-11-21 20:19:47.100429+00:00
1156,1156,962.12,2025-01-16 15:17:31.190603+00:00,2025-03-31 00:50:33.909571+00:00
1157,1157,1960.65,2024-05-13 06:34:11.067408+00:00,2024-10-26 12:30:28.685661+00:00
1158,1158,1708.21,2024-05-29 00:36:47.563796+00:00,2024-11-29 18:22:57.235657+00:00
1159,1159,48.13,2024-06-17 05:05:28.367764+00:00,2025-04-19 15:08:28.505297+00:00
1160,1160,886.75,2025-11-24 14:35:20.653010+00:00,2025-01-03 14:04:07.021722+00:00
1161,1161,354.76,2025-11-16 01:32:18.191426+00:00,2024-02-14 06:08:54.276083+00:00
1162,1162,1062.13,2025-03-24 17:15:03.753581+00:00,2025-08-04 03:43:56.474030+00:00
1163,1163,1773.87,2024-02-16 23:41:57.953965+00:00,2025-05-05 12:49:55.334347+00:00
1164,1164,1586.26,2025-10-31 21:29:31.645731+00:00,2024-04-18 08:42:47.387017+00:00
1165,1165,1662.19,2025-12-08 09:12:03.277117+00:00,2024-10-06 09:04:44.743492+00:00
1166,1166,963.08,2025-10-16 04:21:01.028292+00:00,2024-02-16 03:38:05.044048+00:00
1167,1167,968.86,2024-12-17 05:37:50.797070+00:00,2025-12-18 02:23:28.728800+00:00
1168,1168,1524.46,2025-03-20 08:23:14.449062+00:00,2025-04-30 06:20:50.250546+00:00
1169,1169,224.57,2024-01-31 14:48:02.953102+00:00,2025-08-29 09:50:33.199461+00:00
1170,1170,1926.71,2024-04-14 00:39:21.623869+00:00,2024-08-19 22:58:14.968674+00:00
1171,1171,510.11,2024-06-20 14:41:48.428415+00:00,2024-04-08 07:33:31.890754+00:00
1172,1172,564.3,2024-01-26 03:17:32.978771+00:00,2024-10-23 07:53:31.205406+00:00
1173,1173,1398.44,2025-01-12 00:17:43.842762+00:00,2024-02-24 14:58:51.057254+00:00
1174,1174,252.66,2024-06-03 08:16:10.058315+00:00,2024-10-26 19:02:40.481057+00:00
1175,1175,947.29,2024-04-27 15:25:05.814981+00:00,2025-06-12 13:31:11.130027+00:00
1176,1176,121.02,2024-01-30 17:05:58.229308+00:00,2024-01-23 04:51:20.355944+00:00
1177,1177,740.45,2024-12-12 16:06:59.641924+00:00,2026-01-10 21:25:13.943079+00:00
1178,1178,1426.71,2025-04-25 11:34:21.757872+00:00,2025-10-15 20:42:02.619222+00:00
1179,1179,1707.52,2024-08-30 11:03:13.629900+00:00,2024-10-11 21:06:50.060480+00:00
1180,1180,1856.9,2024-09-02 14:41:20.580318+00:00,2025-10-09 13:10:46.768616+00:00
1181,1181,1145.24,2024-07-23 12:40:42.348502+00:00,2025-10-25 04:11:30.161947+00:00
1182,1182,1397.93,2024-06-02 06:43:51.534167+00:00,2026-01-02 05:44:53.113373+00:00
1183,1183,342.55,2024-08-27 23:37:57.968415+00:00,2024-02-01 17:52:19.777287+00:00
1184,1184,368.2,2025-03-02 11:04:27.018571+00:00,2024-12-10 17:59:33.149015+00:00
1185,1185,1120.58,2024-07-17 13:03:45.451399+00:00,2024-04-09 15:55:01.161749+00:00
1186,1186,394.69,2024-10-21 20:24:01.099460+00:00,2024-10-25 12:11:54.809825+00:00
1187,1187,347.62,2024-01-31 16:06:58.188938+00:00,2024-05-28 04:56:39.853900+00:00
1188,1188,600.14,2025-04-26 17:02:28.184293+00:00,2024-03-14 02:59:55.324038+00:00
1189,1189,1799.49,2025-01-17 17:20:04.610288+00:00,2024-03-09 23:12:19.431822+00:00
1190,1190,1809.68,2025-10-22 19:11:31.245140+00:00,2025-12-12 21:29:11.011695+00:00
1191,1191,1086.87,2024-11-20 12:04:07.268719+00:00,2025-06-08 01:55:34.245888+00:00
1192,1192,1344.39,2025-07-17 10:02:21.190603+00:00,2025-09-27 08:00:28.770441+00:00
1193,1193,1654.06,2024-12-23 19:28:10.236739+00:00,2025-09-14 22:16:50.383363+00:00
1194,1194,223.6,2024-07-01 15:43:56.055044+00:00,2025-01-06 15:43:07.102493+00:00
1195,1195,1104.25,2025-02-25 09:34:40.699624+00:00,2025-08-04 16:44:46.210919+00:00
1196,1196,151.19,2025-11-07 06:25:07.886017+00:00,2025-09-13 22:52:35.124196+00:00
1197,1197,1071.47,2024-03-07 23:41:47.663608+00:00,2024-05-31 01:05:55.958681+00:00
1198,1198,950.76,2024-04-14 09:42:25.182502+00:00,2024-11-28 05:36:12.726180+00:00
1199,1199,548.31,2025-11-09 06:59:35.566925+00:00,2025-04-08 23:46:17.699805+00:00
1200,1200,1157.21,2025-05-14 17:45:13.435840+00:00,2025-01-20 11:37:22.886376+00:00
1201,1201,120.42,2025-11-02 22:34:55.919890+00:00,2024-04-27 17:32:28.947224+00:00
1202,1202,586.57,2025-11-16 11:20:42.818270+00:00,2025-07-14 21:13:14.938723+00:00
1203,1203,1529.84,2025-08-10 18:27:38.075639+00:00,2025-10-16 10:14:10.241177+00:00
1204,1204,1433.99,2025-09-02 15:55:45.020635+00:00,2025-03-21 02:06:03.734129+00:00
1205,1205,789.01,2024-05-09 16:41:49.174022+00:00,2024-03-20 14:42:18.078507+00:00
1206,1206,1224.16,2024-10-21 15:08:47.944437+00:00,2024-12-10 12:46:37.123967+00:00
1207,1207,1991.05,2024-08-29 04:05:00.238232+00:00,2024-03-07 11:15:37.400530+00:00
1208,1208,1063.13,2024-04-21 17:25:40.263122+00:00,2024-03-09 19:57:09.455953+00:00
1209,1209,1989.68,2025-07-18 07:07:17.685929+00:00,2024-08-01 06:52:56.529403+00:00
1210,1210,653.01,2025-09-15 07:39:36.997490+00:00,2024-06-07 02:16:15.669196+00:00
1211,1211,1201.22,2025-11-19 21:48:01.315419+00:00,2025-07-12 02:46:30.749675+00:00
1212,1212,145.73,2024-08-24 11:13:58.171086+00:00,2024-04-22 10:55:40.484403+00:00
1213,1213,636.98,2024-12-29 20:23:36.305124+00:00,2025-12-14 02:30:56.095273+00:00
1214,1214,1308.14,2024-02-28 09:45:59.531315+00:00,2025-09-05 02:22:58.408467+00:00
1215,1215,591.13,2026-01-10 20:08:03.008288+00:00,2024-01-29 01:53:22.217491+00:00
1216,1216,1454.23,2024-05-09 12:19:50.639135+00:00,2024-08-15 11:36:11.027824+00:00
1217,1217,128.05,2024-10-26 11:39:23.683574+00:00,2025-08-15 06:26:55.832148+00:00
1218,1218,1893.58,2024-12-29 16:45:24.793856+00:00,2025-01-04 08:10:18.599862+00:00
1219,1219,1486.73,2025-06-09 23:12:08.650729+00:00,2025-04-18 07:19:34.328770+00:00
1220,1220,1370.04,2025-09-30 22:23:09.226676+00:00,2024-03-02 01:11:18.032885+00:00
1221,1221,1100.4,2025-04-17 15:15:34.353022+00:00,2025-04-19 15:15:08.737378+00:00
1222,1222,1504.5,2024-05-03 13:07:01.388078+00:00,2025-08-31 14:48:28.963926+00:00
1223,1223,1677.46,2025-07-30 23:50:55.458173+00:00,2025-08-05 17:58:31.484403+00:00
1224,1224,592.47,2025-02-09 18:59:31.850763+00:00,2024-06-12 16:30:23.505359+00:00
1225,1225,668.64,2025-07-06 17:23:01.771867+00:00,2024-10-12 23:50:11.458956+00:00
1226,1226,1590.78,2024-11-20 22:55:38.375760+00:00,2025-05-18 07:47:29.405955+00:00
1227,1227,1749.27,2025-01-09 07:58:04.103704+00:00,2025-12-02 15:33:19.928709+00:00
1228,1228,94.27,2024-03-11 12:25:28.579596+00:00,2024-01-29 04:17:07.834352+00:00
1229,1229,1224.76,2025-08-25 04:19:28.295466+00:00,2025-07-14 22:32:11.843367+00:00
1230,1230,742.39,2024-07-24 03:30:24.057940+00:00,2025-04-17 20:29:25.292628+00:00
1231,1231,1051.01,2024-03-11 09:22:28.623104+00:00,2024-11-17 06:24:46.348093+00:00
1232,1232,1072.68,2024-05-12 04:34:31.720577+00:00,2025-01-15 09:32:29.653951+00:00
1233,1233,822.44,2025-12-06 03:07:13.429960+00:00,2024-05-17 09:42:57.800100+00:00
1234,1234,1481.59,2025-04-25 19:51:16.846986+00:00,2025-02-18 18:19:21.279986+00:00
1235,1235,1798.63,2024-08-03 12:42:40.467456+00:00,2025-12-31 09:00:20.777025+00:00
1236,1236,497.22,2024-07-26 14:48:25.088118+00:00,2025-04-25 02:39:58.195867+00:00
1237,1237,790.63,2024-05-16 10:32:56.851026+00:00,2024-04-08 22:46:50.758478+00:00
1238,1238,162.97,2025-03-16 16:20:39.088241+00:00,2025-05-26 17:03:47.638340+00:00
1239,1239,1371.54,2024-07-24 12:47:39.129786+00:00,2025-11-13 05:10:51.760013+00:00
1240,1240,1663.95,2025-06-27 03:25:22.924533+00:00,2026-01-09 17:46:04.738839+00:00
1241,1241,1189.58,2025-04-07 12:05:05.296064+00:00,2024-08-29 21:58:02.486895+00:00
1242,1242,522.42,2025-03-27 18:27:11.917159+00:00,2024-11-20 07:39:41.837369+00:00
1243,1243,299.03,2025-01-29 17:25:54.877215+00:00,2024-07-12 07:17:25.226654+00:00
1244,1244,215.42,2024-04-12 08:30:46.298089+00:00,2025-04-11 15:56:02.595534+00:00
1245,1245,337.79,2024-11-21 13:24:10.286180+00:00,2025-04-14 22:57:39.891465+00:00
1246,1246,1124.82,2025-06-12 13:20:09.032133+00:00,2024-03-05 16:04:07.563495+00:00
1247,1247,1561.34,2024-06-19 11:19:16.141543+00:00,2024-04-16 17:12:25.915925+00:00
1248,1248,1594.75,2025-10-14 05:14:45.156862+00:00,2025-11-26 00:58:05.770576+00:00
1249,1249,1917.9,2024-10-26 14:19:16.370993+00:00,2025-08-16 10:48:26.193138+00:00
1250,1250,972.25,2025-04-28 10:57:35.061415+00:00,2024-05-14 18:22:07.441304+00:00
1251,1251,1859.47,2024-08-26 14:06:59.787562+00:00,2024-08-05 09:16:09.681097+00:00
1252,1252,1646.61,2024-10-13 11:09:47.834976+00:00,2025-09-18 19:53:27.056933+00:00
1253,1253,264.24,2024-07-19 20:09:11.890775+00:00,2024-08-30 13:13:03.874096+00:00
1254,1254,1866.53,2025-05-17 22:07:00.804772+00:00,2024-05-12 06:47:04.268300+00:00
1255,1255,495.04,2025-07-23 18:53:07.467165+00:00,2024-07-29 21:24:15.031850+00:00
1256,1256,868.22,2024-06-21 14:09:38.509714+00:00,2025-07-31 01:39:51.846272+00:00
1257,1257,1947.72,2025-05-09 08:34:40.684597+00:00,2024-06-23 05:54:50.781016+00:00
1258,1258,868.73,2024-06-12 19:26:26.776936+00:00,2025-12-09 21:26:15.156994+00:00
1259,1259,1348.8,2025-08-23 13:33:30.729368+00:00,2025-05-15 23:12:39.088851+00:00
1260,1260,641.89,2024-05-01 19:45:10.713043+00:00,2024-04-27 09:03:37.535836+00:00
1261,1261,66.76,2024-10-22 20:35:31.231925+00:00,2025-04-24 23:12:23.428928+00:00
1262,1262,702.8,2024-07-07 04:17:14.324752+00:00,2025-08-19 01:31:40.611653+00:00
1263,1263,544.35,2024-07-03 22:42:36.861814+00:00,2024-09-16 02:20:22.848856+00:00
1264,1264,1159.43,2024-10-23 00:48:32.447990+00:00,2024-11-18 16:50:44.334292+00:00
1265,1265,304.15,2025-11-26 10:19:53.673036+00:00,2025-07-04 00:53:33.292755+00:00
1266,1266,467.7,2025-07-25 04:58:22.552945+00:00,2025-01-11 12:23:04.331101+00:00
1267,1267,1834.55,2025-03-14 19:04:12.855225+00:00,2024-07-17 14:53:29.512750+00:00
1268,1268,755.09,2024-09-08 11:10:08.809119+00:00,2024-07-10 20:24:07.990144+00:00
1269,1269,467.09,2026-01-01 12:00:39.091250+00:00,2025-05-23 20:09:04.048832+00:00
1270,1270,1758.87,2025-03-07 02:26:01.836571+00:00,2025-01-15 09:45:53.791587+00:00
1271,1271,1350.59,2025-12-06 16:05:40.747973+00:00,2024-11-05 21:26:46.741254+00:00
1272,1272,38.51,2025-04-24 14:34:55.320603+00:00,2025-04-08 07:55:11.305825+00:00
1273,1273,1535.87,2025-03-07 20:21:04.957821+00:00,2024-07-07 06:01:00.469059+00:00
1274,1274,714.26,2025-06-20 17:11:18.968048+00:00,2024-11-22 23:28:26.713253+00:00
1275,1275,1539.57,2025-09-17 00:40:34.649153+00:00,2025-12-09 03:08:24.009742+00:00
1276,1276,163.12,2024-11-09 11:07:04.814506+00:00,2024-02-07 22:08:26.373932+00:00
1277,1277,536.25,2024-10-18 10:15:44.642985+00:00,2024-03-04 22:03:38.385932+00:00
1278,1278,251.42,2025-07-28 18:21:12.316658+00:00,2025-02-01 09:32:10.510089+00:00
1279,1279,445.82,2025-06-05 01:07:06.909313+00:00,2025-04-04 06:48:05.338960+00:00
1280,1280,1150.07,2025-11-20 14:00:26.855525+00:00,2025-02-20 21:12:40.830700+00:00
1281,1281,484.09,2026-01-08 23:21:28.848814+00:00,2025-11-30 13:42:53.033907+00:00
1282,1282,620.54,2024-07-31 23:59:02.633056+00:00,2024-09-14 12:09:41.605867+00:00
1283,1283,78.46,2025-05-06 04:33:30.815437+00:00,2024-07-31 06:31:39.886831+00:00
1284,1284,678.37,2024-05-30 14:15:40.198697+00:00,2025-10-29 23:39:40.154127+00:00
1285,1285,1445.92,2024-07-03 22:16:06.547123+00:00,2025-04-24 12:21:01.382882+00:00
1286,1286,871.88,2025-09-09 10:20:57.479391+00:00,2025-06-13 10:36:21.904311+00:00
1287,1287,848.14,2025-03-30 23:26:19.227164+00:00,2025-12-15 19:14:52.383394+00:00
1288,1288,595.76,2025-09-22 13:46:02.226067+00:00,2025-09-24 20:56:57.479335+00:00
1289,1289,177.09,2025-06-08 21:35:02.282408+00:00,2025-02-12 17:45:50.190422+00:00
1290,1290,1513.94,2024-12-13 01:43:59.015671+00:00,2025-02-05 12:27:51.317566+00:00
1291,1291,1325.16,2024-02-28 05:08:22.128372+00:00,2024-07-06 20:18:51.991027+00:00
1292,1292,913.11,2024-06-30 12:30:23.661539+00:00,2024-03-13 22:29:57.909957+00:00
1293,1293,1853.65,2024-04-07 14:58:27.318440+00:00,2025-03-26 03:17:17.650423+00:00
1294,1294,1817.17,2024-04-26 02:08:35.972394+00:00,2025-02-01 02:02:28.710728+00:00
1295,1295,698.31,2024-12-13 06:59:26.584990+00:00,2025-09-23 16:02:15.532408+00:00
1296,1296,1586.75,2025-04-11 18:06:32.991894+00:00,2024-11-28 15:05:18.567847+00:00
1297,1297,1911.87,2024-04-11 08:22:55.524344+00:00,2024-04-23 00:33:27.101822+00:00
1298,1298,279.23,2025-10-05 19:39:47.106397+00:00,2025-03-17 17:45:02.551095+00:00
1299,1299,510.13,2024-02-12 20:21:05.905305+00:00,2024-05-10 13:30:24.223180+00:00
1300,1300,1212.32,2025-01-24 17:55:21.394105+00:00,2025-05-18 11:32:05.016729+00:00
1301,1301,1040.94,2024-11-16 01:15:57.549254+00:00,2024-09-20 15:33:31.028459+00:00
1302,1302,582.4,2025-03-15 16:36:03.785272+00:00,2024-04-18 11:45:47.000434+00:00
1303,1303,123.61,2025-08-30 16:15:48.279748+00:00,2024-04-03 02:51:25.476974+00:00
1304,1304,761.24,2024-06-28 17:10:08.890287+00:00,2024-09-08 09:14:30.018142+00:00
1305,1305,863.11,2024-08-14 16:35:17.011351+00:00,2024-03-03 03:33:04.596017+00:00
1306,1306,618.37,2025-03-24 02:43:49.151973+00:00,2025-10-30 23:49:52.876800+00:00
1307,1307,280.17,2025-04-12 12:37:07.441250+00:00,2024-05-29 07:21:13.334968+00:00
1308,1308,966.09,2024-08-24 01:44:16.910965+00:00,2024-06-19 17:35:08.851801+00:00
1309,1309,1997.94,2024-09-23 12:24:46.035463+00:00,2024-09-30 03:31:01.879846+00:00
1310,1310,1794.31,2025-11-23 20:14:58.987983+00:00,2025-08-24 21:53:55.050900+00:00
1311,1311,1791.87,2024-03-31 07:27:05.557768+00:00,2025-04-19 01:26:13.044194+00:00
1312,1312,912.45,2024-07-16 02:51:56.426091+00:00,2024-06-29 02:33:59.988986+00:00
1313,1313,636.14,2024-04-18 21:01:17.274755+00:00,2024-03-30 21:54:06.516167+00:00
1314,1314,1204.8,2024-07-15 23:24:25.032342+00:00,2024-02-15 06:44:14.164776+00:00
1315,1315,76.48,2024-03-26 12:19:44.443386+00:00,2024-06-14 04:12:20.410028+00:00
1316,1316,1513.42,2024-06-03 08:15:27.027795+00:00,2024-12-22 08:17:49.796809+00:00
1317,1317,1664.05,2025-03-11 16:35:20.636908+00:00,2025-08-10 15:26:41.880378+00:00
1318,1318,1263.12,2025-03-21 19:51:51.511872+00:00,2025-11-20 16:10:11.503875+00:00
1319,1319,405.43,2024-07-01 08:03:31.702737+00:00,2025-12-20 16:13:07.945597+00:00
1320,1320,1727.29,2025-12-07 05:36:10.071297+00:00,2025-09-20 05:24:19.968639+00:00
1321,1321,558.59,2024-12-08 13:30:09.512414+00:00,2025-04-07 09:22:56.578639+00:00
1322,1322,1132.48,2025-08-12 00:59:52.444519+00:00,2025-05-29 17:59:50.185650+00:00
1323,1323,1314.73,2024-05-18 01:03:37.977007+00:00,2025-10-03 19:58:10.523955+00:00
1324,1324,798.14,2025-02-22 11:37:08.739734+00:00,2025-01-17 11:13:14.102165+00:00
1325,1325,763.88,2024-04-10 08:26:12.822732+00:00,2025-06-28 16:19:37.654893+00:00
1326,1326,1996.51,2024-12-07 22:03:03.379129+00:00,2024-10-03 02:28:12.906280+00:00
1327,1327,1951.69,2026-01-08 10:04:08.882586+00:00,2024-12-29 21:19:03.425092+00:00
1328,1328,1900.66,2025-03-25 21:50:29.883930+00:00,2025-01-06 21:04:18.373684+00:00
1329,1329,1579.08,2025-08-04 15:39:22.683803+00:00,2024-05-10 03:58:21.227893+00:00
1330,1330,234.01,2024-08-31 16:38:47.115031+00:00,2024-03-16 11:31:09.540416+00:00
1331,1331,669.32,2025-08-25 22:57:47.099813+00:00,2025-12-04 01:19:53.259434+00:00
1332,1332,618.48,2025-08-16 20:50:16.012033+00:00,2024-12-21 02:46:44.948302+00:00
1333,1333,1394.27,2025-11-02 08:24:32.178652+00:00,2025-06-01 19:19:27.539703+00:00
1334,1334,1716.16,2024-04-23 05:08:54.049202+00:00,2024-12-10 01:47:20.566906+00:00
1335,1335,1342.05,2024-03-02 13:10:54.151586+00:00,2024-11-22 21:33:45.460051+00:00
1336,1336,412.66,2025-03-11 22:30:02.317143+00:00,2025-10-18 13:23:30.099075+00:00
1337,1337,1990.67,2025-09-24 14:15:45.127738+00:00,2025-05-30 09:59:35.379117+00:00
1338,1338,1903.83,2024-03-22 20:24:58.564254+00:00,2024-04-30 22:36:17.639313+00:00
1339,1339,1799.36,2024-08-27 08:43:03.183073+00:00,2024-11-21 13:52:45.896267+00:00
1340,1340,447.69,2025-11-17 23:41:52.898618+00:00,2024-09-10 20:09:30.399255+00:00
1341,1341,1361.58,2025-07-19 18:29:35.822274+00:00,2024-02-07 13:29:31.713567+00:00
1342,1342,472.06,2024-08-17 18:41:52.660209+00:00,2024-06-03 17:35:37.696833+00:00
1343,1343,907.24,2026-01-08 15:07:35.910968+00:00,2024-08-27 03:13:40.270768+00:00
1344,1344,31.28,2025-11-21 12:39:39.824362+00:00,2024-05-03 18:28:02.554110+00:00
1345,1345,567.24,2025-06-07 09:41:55.284547+00:00,2025-05-16 02:44:51.695467+00:00
1346,1346,395.41,2024-07-03 03:01:11.423106+00:00,2024-10-08 21:54:14.379948+00:00
1347,1347,1078.47,2025-04-12 00:50:59.228315+00:00,2025-09-14 14:35:49.164991+00:00
1348,1348,728.95,2025-11-15 02:46:52.152387+00:00,2024-02-05 10:41:59.785800+00:00
1349,1349,1648.73,2024-03-26 12:34:41.086064+00:00,2025-12-10 21:27:42.759343+00:00
1350,1350,364.14,2024-09-22 02:57:19.496177+00:00,2025-05-19 11:20:31.999401+00:00
1351,1351,652.26,2025-01-31 21:40:29.167197+00:00,2024-08-10 04:18:16.999342+00:00
1352,1352,981.76,2025-03-07 17:02:07.412860+00:00,2025-04-19 08:33:24.638557+00:00
1353,1353,401.12,2024-08-27 11:45:17.048460+00:00,2024-04-01 18:22:08.534254+00:00
1354,1354,172.46,2025-07-01 23:49:14.651088+00:00,2024-08-30 10:21:09.468425+00:00
1355,1355,645.94,2024-05-07 09:27:36.354143+00:00,2024-07-29 12:01:39.513802+00:00
1356,1356,1831.87,2024-08-11 05:46:50.122519+00:00,2024-06-02 04:21:16.813721+00:00
1357,1357,1515.76,2025-07-09 00:40:21.479919+00:00,2025-09-08 07:35:15.877106+00:00
1358,1358,657.79,2024-09-27 02:16:29.816927+00:00,2024-03-09 21:09:08.705419+00:00
1359,1359,1526.3,2025-01-20 05:31:45.745385+00:00,2024-08-19 23:48:44.762538+00:00
1360,1360,1947.43,2024-12-04 06:03:57.610083+00:00,2024-09-11 07:21:10.467040+00:00
1361,1361,971.65,2024-09-01 09:00:02.531043+00:00,2025-01-04 07:07:06.632288+00:00
1362,1362,1305.09,2025-09-07 14:17:02.074240+00:00,2025-11-22 03:01:07.437941+00:00
1363,1363,90.0,2024-12-24 02:25:52.936482+00:00,2024-02-26 06:31:28.644575+00:00
1364,1364,692.48,2025-09-10 04:28:29.347985+00:00,2025-10-01 19:40:14.665419+00:00
1365,1365,1022.11,2024-08-30 22:52:57.520072+00:00,2024-07-05 09:04:15.591039+00:00
1366,1366,225.63,2025-10-18 12:44:54.981151+00:00,2025-11-21 16:19:13.287863+00:00
1367,1367,1132.2,2024-12-15 08:36:54.643419+00:00,2025-11-02 09:27:05.940734+00:00
1368,1368,1615.44,2025-07-14 17:01:54.940553+00:00,2024-06-18 07:49:34.679317+00:00
1369,1369,523.79,2024-12-10 01:58:13.924421+00:00,2025-06-29 09:18:38.333224+00:00
1370,1370,1735.73,2024-11-22 14:15:15.544733+00:00,2024-03-11 18:03:16.151473+00:00
1371,1371,1558.72,2024-02-08 17:45:32.615436+00:00,2025-05-01 17:16:54.215100+00:00
1372,1372,269.94,2025-10-27 14:15:14.186018+00:00,2025-05-13 13:54:23.999987+00:00
1373,1373,1151.74,2024-11-03 16:02:33.843379+00:00,2024-03-18 13:41:31.983475+00:00
1374,1374,1576.42,2024-12-30 10:19:55.829874+00:00,2024-11-10 15:56:56.820693+00:00
1375,1375,440.48,2024-06-13 05:23:37.851601+00:00,2024-01-30 17:15:39.278944+00:00
1376,1376,116.79,2025-05-02 18:31:25.406414+00:00,2024-07-26 17:24:26.156025+00:00
1377,1377,51.85,2025-02-04 09:14:17.302575+00:00,2025-10-02 06:19:28.045892+00:00
1378,1378,449.84,2024-02-04 18:21:27.416421+00:00,2025-03-14 22:29:19.305332+00:00
1379,1379,711.11,2024-04-19 17:43:13.262037+00:00,2025-09-27 23:36:17.266726+00:00
1380,1380,1553.3,2025-09-30 12:00:59.985569+00:00,2024-03-25 11:48:47.359071+00:00
1381,1381,697.73,2025-06-26 16:13:37.935705+00:00,2024-12-15 20:29:10.169335+00:00
1382,1382,1388.43,2025-05-05 16:54:22.438326+00:00,2025-04-16 21:44:42.013263+00:00
1383,1383,1236.89,2024-01-22 17:31:45.355244+00:00,2024-06-14 13:16:05.399623+00:00
1384,1384,157.57,2025-03-09 20:40:05.866068+00:00,2025-10-20 12:42:03.633036+00:00
1385,1385,1597.3,2025-02-02 23:27:44.191625+00:00,2025-03-30 17:08:52.960586+00:00
1386,1386,1597.27,2024-10-24 14:00:02.384150+00:00,2025-08-03 21:27:57.519708+00:00
1387,1387,1360.57,2026-01-08 23:31:56.070412+00:00,2024-10-26 22:51:53.681870+00:00
1388,1388,1755.33,2025-06-14 10:02:23.001611+00:00,2025-05-05 14:32:18.959248+00:00
1389,1389,215.82,2024-03-20 19:09:37.554073+00:00,2024-09-18 00:41:10.559083+00:00
1390,1390,1267.47,2024-10-16 09:16:02.043241+00:00,2024-03-20 20:54:16.396157+00:00
1391,1391,907.17,2025-02-08 20:43:15.376306+00:00,2025-09-10 20:27:35.591200+00:00
1392,1392,924.95,2024-02-18 20:40:34.293223+00:00,2024-01-24 00:05:16.574265+00:00
1393,1393,1845.8,2024-02-18 21:49:42.060468+00:00,2025-06-23 16:07:06.337344+00:00
1394,1394,1194.49,2024-07-02 06:15:40.636058+00:00,2024-04-21 15:32:29.827313+00:00
1395,1395,1323.22,2024-04-15 17:59:40.865708+00:00,2024-03-03 02:40:44.103768+00:00
1396,1396,720.63,2025-11-25 02:17:52.623970+00:00,2024-03-12 12:14:35.507794+00:00
1397,1397,350.07,2025-01-31 05:52:01.498371+00:00,2025-09-09 11:39:15.716459+00:00
1398,1398,1354.92,2025-07-26 01:31:02.960452+00:00,2025-10-25 19:13:53.822290+00:00
1399,1399,1471.76,2024-11-17 19:24:35.246561+00:00,2024-02-07 14:43:06.142334+00:00
1400,1400,1033.09,2025-04-17 03:33:18.987986+00:00,2025-10-16 15:14:19.300812+00:00
1401,1401,1363.16,2024-08-05 19:42:19.665617+00:00,2024-10-27 00:44:21.702025+00:00
1402,1402,942.97,2025-06-24 05:56:46.093024+00:00,2024-12-26 07:07:40.869145+00:00
1403,1403,497.49,2024-07-16 15:11:03.013827+00:00,2024-10-11 22:17:36.040750+00:00
1404,1404,1947.92,2024-12-12 06:01:26.364288+00:00,2024-08-09 03:38:25.641459+00:00
1405,1405,1376.52,2024-02-29 05:17:27.598196+00:00,2025-05-14 21:05:15.576851+00:00
1406,1406,1549.01,2025-09-06 15:42:50.136121+00:00,2025-03-27 03:03:30.764883+00:00
1407,1407,1337.8,2025-11-27 12:03:13.988946+00:00,2025-04-27 15:44:10.331994+00:00
1408,1408,758.95,2024-04-24 11:24:05.847754+00:00,2025-09-12 14:16:36.722499+00:00
1409,1409,1441.9,2026-01-20 19:56:31.488900+00:00,2024-10-14 07:16:38.146320+00:00
1410,1410,296.54,2025-01-04 08:14:48.925866+00:00,2024-09-21 22:21:53.641205+00:00
1411,1411,494.39,2025-03-17 06:40:40.578346+00:00,2024-03-03 15:41:25.919694+00:00
1412,1412,1851.97,2024-06-28 13:16:09.463784+00:00,2025-12-20 10:49:34.192876+00:00
1413,1413,1818.99,2024-11-08 23:16:41.445505+00:00,2026-01-13 01:40:08.327377+00:00
1414,1414,158.57,2024-03-08 12:38:43.687239+00:00,2025-11-03 03:11:33.459571+00:00
1415,1415,952.85,2024-08-24 15:16:01.411859+00:00,2024-03-19 07:13:12.210919+00:00
1416,1416,239.88,2025-11-15 16:37:01.040615+00:00,2025-07-01 08:07:57.836523+00:00
1417,1417,1730.69,2024-07-25 03:18:15.212035+00:00,2024-04-05 05:46:51.354229+00:00
1418,1418,847.68,2025-03-17 20:00:41.899071+00:00,2025-02-02 21:51:48.256611+00:00
1419,1419,1780.98,2025-10-15 05:30:37.625388+00:00,2025-03-31 05:01:43.406514+00:00
1420,1420,181.73,2024-05-22 17:42:09.573220+00:00,2024-07-21 12:11:52.767345+00:00
